Data;dax;spx;nkx;dey10;jpy10;usy10;eurjpy;eurusd;usdjpy
04.01.2018;13319.64;2723.99;23506.33;0.433;0.056;2.4562;136.143;1.20719;112.777
05.01.2018;13385.59;2743.15;23714.53;0.439;0.06;2.4799;136.213;1.2042;113.116
09.01.2018;13281.34;2751.29;23849.99;0.465;0.068;2.553;134.428;1.19359;112.625
10.01.2018;13202.9;2748.23;23788.2;0.476;0.087;2.557;133.115;1.19496;111.398
11.01.2018;13245.03;2767.56;23710.43;0.517;0.07;2.54;133.91;1.20386;111.234
12.01.2018;13246.33;2786.24;23653.82;0.511;0.075;2.548;135.33;1.219;111.017
16.01.2018;13183.96;2776.42;23951.81;0.56;0.08;2.537;135.366;1.22561;110.44
17.01.2018;13281.43;2802.56;23868.34;0.561;0.084;2.59;135.471;1.21655;111.352
18.01.2018;13434.45;2798.03;23763.37;0.573;0.081;2.627;135.931;1.22409;111.052
19.01.2018;13463.69;2810.3;23808.06;0.569;0.084;2.659;135.377;1.22198;110.785
22.01.2018;13559.6;2832.97;23816.33;0.567;0.079;2.65;136.011;1.2261;110.93
23.01.2018;13414.74;2839.13;24124.15;0.56;0.073;2.617;135.623;1.22975;110.285
24.01.2018;13298.36;2837.54;23940.78;0.585;0.08;2.65;135.444;1.24046;109.19
25.01.2018;13340.17;2839.25;23669.49;0.609;0.084;2.617;135.681;1.23735;109.655
26.01.2018;13324.48;2872.87;23631.88;0.626;0.076;2.664;135.01;1.2419;108.713
29.01.2018;13197.71;2853.53;23629.34;0.696;0.084;2.697;134.963;1.23825;108.995
30.01.2018;13189.48;2822.43;23291.97;0.683;0.092;2.72;134.927;1.24053;108.766
31.01.2018;13003.9;2823.81;23098.29;0.695;0.084;2.709;135.54;1.24125;109.198
01.02.2018;12785.16;2821.98;23486.11;0.721;0.095;2.793;136.883;1.25049;109.456
02.02.2018;12687.49;2762.13;23274.53;0.768;0.087;2.841;137.205;1.24612;110.106
05.02.2018;12392.66;2648.94;22682.08;0.737;0.083;2.706;135.061;1.23758;109.134
06.02.2018;12590.43;2695.14;21610.24;0.694;0.077;2.805;135.851;1.23833;109.706
07.02.2018;12260.29;2681.66;21645.37;0.744;0.073;2.84;134.026;1.22538;109.375
08.02.2018;12107.48;2581;21890.86;0.762;0.079;2.824;133.199;1.22477;108.761
09.02.2018;12196.5;2619.55;21382.62;0.745;0.07;2.851;133.146;1.22351;108.823
13.02.2018;12339.16;2662.94;21244.68;0.749;0.065;2.829;133.167;1.23498;107.83
14.02.2018;12346.17;2698.63;21154.17;0.757;0.063;2.906;133.229;1.2454;106.976
15.02.2018;12451.96;2731.2;21464.98;0.765;0.063;2.913;132.748;1.2501;106.19
16.02.2018;12487.9;2732.22;21720.25;0.705;0.059;2.879;131.872;1.24063;106.295
20.02.2018;12470.49;2716.26;21925.1;0.735;0.063;2.89;132.388;1.23357;107.322
21.02.2018;12461.91;2701.33;21970.81;0.723;0.054;2.95;132.275;1.22756;107.754
22.02.2018;12483.79;2703.96;21736.44;0.707;0.053;2.922;131.596;1.23297;106.731
23.02.2018;12527.04;2747.3;21892.78;0.651;0.049;2.868;131.383;1.22924;106.881
26.02.2018;12490.73;2779.6;22153.63;0.654;0.05;2.866;131.761;1.23133;107.007
27.02.2018;12435.85;2744.28;22389.86;0.677;0.044;2.897;131.353;1.22358;107.351
28.02.2018;12190.94;2713.83;22068.24;0.659;0.05;2.862;130.048;1.21935;106.654
01.03.2018;11913.71;2677.67;21724.47;0.645;0.056;2.808;130.229;1.22746;106.097
02.03.2018;12090.87;2691.25;21181.64;0.652;0.067;2.864;130.332;1.23293;105.71
05.03.2018;12113.87;2720.94;21042.09;0.646;0.044;2.883;131.015;1.23344;106.219
06.03.2018;12245.36;2728.12;21417.76;0.676;0.052;2.89;131.257;1.24214;105.67
07.03.2018;12355.57;2726.8;21252.72;0.656;0.049;2.886;131.715;1.24108;106.129
08.03.2018;12346.68;2738.97;21368.07;0.626;0.054;2.861;130.88;1.23134;106.29
09.03.2018;12418.39;2786.57;21469.2;0.646;0.05;2.894;131.458;1.23062;106.823
12.03.2018;12221.03;2783.02;21824.03;0.629;0.049;2.866;131.238;1.23337;106.406
13.03.2018;12237.74;2765.31;21968.1;0.618;0.05;2.844;131.992;1.23937;106.499
14.03.2018;12345.56;2749.48;21777.29;0.593;0.049;2.819;131.504;1.23683;106.324
15.03.2018;12389.58;2747.33;21803.95;0.575;0.045;2.826;130.804;1.23062;106.291
16.03.2018;12217.02;2752.01;21676.51;0.572;0.035;2.845;130.276;1.22889;106.011
19.03.2018;12307.33;2712.92;21480.9;0.568;0.039;2.855;130.804;1.23349;106.044
20.03.2018;12100.08;2716.94;21380.97;0.584;0.039;2.9;130.454;1.22456;106.531
22.03.2018;11886.31;2643.69;21591.99;0.528;0.035;2.823;129.185;1.23204;104.854
23.03.2018;11787.26;2588.26;20617.86;0.527;0.019;2.813;129.376;1.23537;104.726
26.03.2018;11970.83;2658.55;20766.1;0.521;0.024;2.856;131.28;1.24478;105.464
27.03.2018;11940.71;2612.62;21317.32;0.504;0.034;2.775;130.749;1.24065;105.388
28.03.2018;12096.73;2605;21031.31;0.504;0.034;2.783;131.476;1.23103;106.802
29.03.2018;12002.45;2640.87;21159.08;0.494;0.039;2.741;131.007;1.23022;106.49
03.04.2018;11957.9;2614.45;21292.29;0.5;0.026;2.779;130.805;1.22701;106.605
04.04.2018;12305.19;2644.69;21319.55;0.502;0.029;2.803;131.133;1.22826;106.763
05.04.2018;12241.27;2662.84;21645.42;0.522;0.04;2.834;131.471;1.22392;107.418
06.04.2018;12261.75;2604.47;21567.52;0.499;0.039;2.777;131.289;1.22853;106.867
09.04.2018;12397.32;2613.16;21678.26;0.505;0.036;2.783;131.594;1.23222;106.794
10.04.2018;12293.97;2656.87;21794.32;0.517;0.034;2.801;132.429;1.23536;107.199
11.04.2018;12415.01;2642.19;21687.1;0.5;0.031;2.781;132.088;1.23677;106.801
12.04.2018;12442.4;2663.99;21660.28;0.517;0.034;2.839;132.272;1.23266;107.306
13.04.2018;12391.41;2656.3;21778.74;0.512;0.035;2.827;132.486;1.23385;107.376
16.04.2018;12585.57;2677.84;21835.53;0.525;0.039;2.83;132.639;1.23806;107.135
17.04.2018;12590.83;2706.39;21847.59;0.508;0.039;2.83;132.422;1.2374;107.017
18.04.2018;12567.42;2708.64;22158.2;0.532;0.036;2.875;132.732;1.23782;107.23
19.04.2018;12540.5;2693.13;22191.18;0.601;0.039;2.912;132.59;1.23462;107.394
20.04.2018;12572.39;2670.14;22162.24;0.592;0.058;2.96;132.219;1.22825;107.649
23.04.2018;12550.82;2670.29;22088.04;0.633;0.061;2.975;132.727;1.22087;108.715
24.04.2018;12422.3;2634.56;22278.12;0.63;0.054;3.001;133.132;1.22338;108.819
25.04.2018;12500.47;2639.4;22215.32;0.632;0.062;3.03;133.054;1.21627;109.396
26.04.2018;12580.87;2666.94;22319.61;0.595;0.058;2.985;132.322;1.21055;109.312
27.04.2018;12802.25;2669.91;22467.87;0.573;0.053;2.957;132.306;1.213;109.073
02.05.2018;12948.14;2635.67;22472.78;0.582;0.044;2.966;131.338;1.1956;109.851
07.05.2018;12912.21;2672.63;22467.16;0.533;0.044;2.952;130.057;1.19223;109.087
08.05.2018;12943.06;2671.92;22508.69;0.563;0.048;2.98;129.377;1.18627;109.062
09.05.2018;13022.87;2697.79;22408.88;0.559;0.049;3.006;130.056;1.18519;109.735
10.05.2018;13001.24;2723.07;22497.18;0.558;0.049;2.964;130.388;1.19165;109.418
11.05.2018;12977.71;2727.72;22758.48;0.556;0.043;2.971;130.571;1.19446;109.314
14.05.2018;12970.04;2730.13;22865.86;0.613;0.048;3.006;130.83;1.19269;109.693
15.05.2018;12996.33;2711.45;22818.02;0.647;0.054;3.074;130.624;1.18381;110.342
16.05.2018;13114.61;2722.46;22717.23;0.607;0.054;3.1;130.275;1.18118;110.292
17.05.2018;13077.72;2720.13;22838.37;0.639;0.059;3.115;130.672;1.1795;110.786
18.05.2018;13169.92;2712.97;22930.36;0.577;0.07;3.056;130.298;1.17678;110.725
22.05.2018;12976.84;2724.44;22960.34;0.559;0.052;3.062;130.636;1.17784;110.911
23.05.2018;12855.09;2733.29;22689.74;0.508;0.044;2.993;128.681;1.17041;109.945
24.05.2018;12938.01;2727.76;22437.01;0.47;0.045;2.979;128.014;1.17225;109.204
25.05.2018;12666.51;2721.33;22450.79;0.405;0.049;2.931;127.652;1.16606;109.473
29.05.2018;12783.76;2689.86;22358.43;0.261;0.033;2.784;125.365;1.15452;108.586
30.05.2018;12604.89;2724.01;22018.52;0.37;0.031;2.857;127.056;1.16675;108.897
31.05.2018;12724.27;2705.27;22201.82;0.34;0.035;2.859;127.189;1.16929;108.778
01.06.2018;12770.75;2734.62;22171.35;0.385;0.043;2.904;127.72;1.16575;109.561
04.06.2018;12787.13;2746.87;22475.94;0.419;0.048;2.944;128.443;1.16971;109.807
05.06.2018;12830.07;2748.8;22539.54;0.368;0.049;2.931;128.699;1.17175;109.834
06.06.2018;12811.05;2772.35;22625.73;0.464;0.051;2.975;129.721;1.1777;110.147
07.06.2018;12766.55;2770.37;22823.26;0.484;0.049;2.922;129.431;1.17982;109.704
08.06.2018;12842.91;2779.03;22694.5;0.447;0.047;2.95;128.787;1.17668;109.45
11.06.2018;12842.3;2782;22804.04;0.494;0.044;2.955;129.679;1.17826;110.061
12.06.2018;12890.58;2786.85;22878.35;0.491;0.049;2.963;129.653;1.17456;110.384
13.06.2018;13107.1;2775.63;22966.38;0.484;0.049;2.966;130.038;1.17941;110.257
14.06.2018;13010.55;2782.49;22738.61;0.427;0.043;2.939;128.085;1.15733;110.673
15.06.2018;12834.11;2779.66;22851.75;0.403;0.034;2.922;128.397;1.16092;110.6
18.06.2018;12677.97;2773.75;22680.33;0.4;0.034;2.921;128.473;1.16216;110.547
19.06.2018;12695.16;2762.59;22278.48;0.372;0.033;2.9;127.468;1.15848;110.03
20.06.2018;12511.91;2767.32;22555.43;0.378;0.034;2.941;127.722;1.1574;110.353
21.06.2018;12579.72;2749.76;22693.04;0.336;0.034;2.899;127.563;1.16083;109.889
22.06.2018;12270.33;2754.88;22516.83;0.339;0.031;2.897;128.237;1.16589;109.99
25.06.2018;12234.34;2717.07;22338.15;0.329;0.029;2.882;128.404;1.1701;109.736
26.06.2018;12348.61;2723.06;22342;0.34;0.034;2.878;128.147;1.1647;110.026
27.06.2018;12177.23;2699.63;22271.77;0.321;0.034;2.829;127.421;1.15589;110.236
28.06.2018;12306;2716.31;22270.39;0.321;0.033;2.838;127.731;1.1563;110.466
29.06.2018;12238.17;2718.37;22304.51;0.303;0.031;2.862;129.259;1.16769;110.697
02.07.2018;12349.14;2726.71;21811.93;0.302;0.023;2.871;128.992;1.16353;110.862
03.07.2018;12464.29;2713.22;21785.54;0.294;0.029;2.833;128.926;1.16586;110.585
05.07.2018;12496.17;2736.61;21546.99;0.297;0.034;2.833;129.37;1.169;110.667
06.07.2018;12543.89;2759.82;21788.14;0.292;0.031;2.824;129.708;1.17464;110.423
09.07.2018;12609.85;2784.17;22052.18;0.303;0.032;2.86;130.229;1.17484;110.848
10.07.2018;12417.13;2793.84;22196.89;0.319;0.04;2.849;130.297;1.17394;110.991
11.07.2018;12492.97;2774.02;21932.21;0.311;0.039;2.851;130.669;1.1674;111.935
12.07.2018;12540.73;2798.29;22187.96;0.3;0.039;2.849;131.311;1.16689;112.527
13.07.2018;12661.54;2801.31;22597.35;0.284;0.049;2.827;131.232;1.16827;112.331
17.07.2018;12765.94;2809.55;22697.36;0.347;0.041;2.864;131.634;1.16588;112.905
18.07.2018;12686.29;2815.62;22794.19;0.343;0.044;2.871;131.394;1.16441;112.841
19.07.2018;12561.42;2804.49;22764.68;0.331;0.039;2.838;130.941;1.16453;112.438
20.07.2018;12548.57;2801.83;22697.88;0.373;0.033;2.897;130.777;1.17284;111.504
23.07.2018;12689.39;2806.98;22396.99;0.408;0.083;2.958;130.109;1.16892;111.307
24.07.2018;12579.33;2820.4;22510.48;0.397;0.084;2.95;129.922;1.16832;111.204
25.07.2018;12809.23;2846.07;22614.25;0.396;0.069;2.976;129.973;1.17241;110.859
26.07.2018;12860.4;2837.44;22586.87;0.407;0.092;2.978;129.484;1.16395;111.245
27.07.2018;12798.2;2818.82;22712.75;0.404;0.102;2.956;129.413;1.16597;110.991
30.07.2018;12805.5;2802.6;22544.84;0.447;0.102;2.975;129.994;1.17054;111.055
31.07.2018;12737.05;2816.29;22553.72;0.444;0.062;2.962;130.72;1.16878;111.843
01.08.2018;12546.33;2813.36;22746.7;0.478;0.128;3.008;130.244;1.16607;111.695
02.08.2018;12615.76;2827.22;22512.53;0.461;0.121;2.986;129.352;1.15864;111.641
03.08.2018;12598.21;2840.35;22525.18;0.411;0.109;2.953;128.713;1.15726;111.222
06.08.2018;12648.19;2850.4;22507.32;0.394;0.107;2.943;128.695;1.15525;111.4
07.08.2018;12633.54;2858.45;22662.74;0.409;0.109;2.975;129.167;1.15967;111.382
08.08.2018;12676.11;2857.7;22644.31;0.399;0.111;2.962;128.829;1.1614;110.926
09.08.2018;12424.35;2853.58;22598.39;0.377;0.114;2.928;128.077;1.15279;111.102
10.08.2018;12358.74;2833.28;22298.08;0.323;0.101;2.877;126.337;1.14027;110.796
13.08.2018;12358.87;2821.93;21857.43;0.311;0.099;2.88;126.312;1.14056;110.745
14.08.2018;12163.01;2839.96;22356.08;0.329;0.106;2.902;126.19;1.13456;111.224
15.08.2018;12237.17;2818.37;22204.22;0.305;0.096;2.864;125.595;1.13461;110.694
16.08.2018;12210.55;2840.69;22192.04;0.318;0.099;2.868;126.19;1.13748;110.939
17.08.2018;12331.3;2850.13;22270.38;0.306;0.096;2.864;126.537;1.14394;110.615
20.08.2018;12384.49;2857.05;22199;0.305;0.095;2.821;126.439;1.14906;110.037
21.08.2018;12385.7;2862.96;22219.73;0.331;0.09;2.832;127.482;1.15717;110.167
22.08.2018;12365.58;2861.82;22362.55;0.345;0.094;2.821;128.169;1.15947;110.541
23.08.2018;12394.52;2856.98;22410.82;0.339;0.095;2.826;128.473;1.15433;111.296
24.08.2018;12538.31;2874.69;22601.77;0.344;0.098;2.813;129.258;1.16258;111.183
27.08.2018;12527.42;2896.74;22799.64;0.378;0.095;2.848;129.703;1.16793;111.054
28.08.2018;12561.68;2897.52;22813.47;0.382;0.095;2.884;130.005;1.16934;111.178
29.08.2018;12494.24;2914.04;22848.22;0.405;0.099;2.886;130.831;1.17092;111.734
30.08.2018;12364.06;2901.13;22869.5;0.347;0.109;2.857;129.54;1.16673;111.029
31.08.2018;12210.21;2901.52;22865.15;0.328;0.106;2.862;128.966;1.16098;111.084
04.09.2018;12040.46;2896.72;22696.9;0.357;0.119;2.9;129.062;1.15809;111.444
05.09.2018;11955.25;2888.6;22580.83;0.382;0.114;2.902;129.707;1.16335;111.494
06.09.2018;11959.63;2878.05;22487.94;0.358;0.109;2.873;128.647;1.16234;110.677
07.09.2018;11986.34;2871.68;22307.06;0.39;0.109;2.942;128.304;1.15591;110.998
10.09.2018;11970.27;2877.13;22373.09;0.401;0.114;2.931;128.832;1.15963;111.097
11.09.2018;12032.3;2887.89;22664.69;0.434;0.109;2.979;129.462;1.15999;111.607
12.09.2018;12055.55;2888.92;22604.61;0.412;0.109;2.965;129.381;1.16286;111.25
13.09.2018;12124.33;2904.18;22821.32;0.426;0.111;2.972;130.837;1.16899;111.923
14.09.2018;12157.67;2904.98;23094.67;0.451;0.114;3;130.19;1.1624;112.002
18.09.2018;12219.02;2904.31;23420.54;0.481;0.113;3.059;131.15;1.16713;112.369
19.09.2018;12326.48;2907.95;23672.52;0.49;0.12;3.063;131.05;1.16732;112.271
20.09.2018;12430.88;2930.75;23674.93;0.471;0.118;3.066;132.466;1.17774;112.494
21.09.2018;12374.66;2929.67;23869.93;0.461;0.129;3.065;132.248;1.17479;112.573
25.09.2018;12385.89;2915.56;23940.26;0.542;0.13;3.098;132.9;1.17658;112.954
26.09.2018;12435.59;2905.97;24033.79;0.524;0.124;3.05;132.32;1.17425;112.681
27.09.2018;12246.73;2914;23796.74;0.529;0.12;3.054;131.996;1.16389;113.407
28.09.2018;12339.03;2913.98;24120.04;0.472;0.128;3.065;131.928;1.16109;113.624
01.10.2018;12287.58;2924.59;24245.76;0.474;0.132;3.084;131.952;1.15749;113.999
02.10.2018;12244.14;2923.43;24270.62;0.422;0.129;3.067;131.23;1.15469;113.649
04.10.2018;12111.9;2901.61;23975.62;0.529;0.158;3.187;131.147;1.15149;113.893
05.10.2018;11977.22;2885.57;23783.72;0.575;0.149;3.235;130.998;1.15239;113.675
09.10.2018;11712.5;2880.34;23469.39;0.548;0.159;3.208;129.834;1.14934;112.973
10.10.2018;11539.35;2785.68;23506.04;0.554;0.154;3.165;129.419;1.15271;112.274
11.10.2018;11523.81;2728.37;22590.86;0.519;0.144;3.15;130.002;1.15919;112.149
12.10.2018;11614.16;2767.13;22694.66;0.495;0.149;3.161;129.688;1.15576;112.21
15.10.2018;11776.55;2750.79;22271.3;0.503;0.142;3.158;129.469;1.15823;111.782
16.10.2018;11715.03;2809.92;22549.24;0.488;0.149;3.165;129.952;1.15724;112.294
17.10.2018;11589.21;2809.21;22841.12;0.462;0.147;3.207;129.595;1.15001;112.691
18.10.2018;11553.83;2768.78;22658.16;0.414;0.154;3.177;128.522;1.14558;112.189
19.10.2018;11524.34;2767.78;22532.08;0.464;0.149;3.196;129.524;1.15095;112.537
22.10.2018;11274.28;2755.88;22614.82;0.447;0.154;3.2;129.348;1.14648;112.82
23.10.2018;11191.63;2740.69;22010.78;0.41;0.149;3.17;128.969;1.14722;112.418
24.10.2018;11307.12;2656.1;22091.18;0.397;0.131;3.111;127.815;1.13973;112.157
25.10.2018;11200.62;2705.57;21268.73;0.399;0.115;3.122;127.816;1.13735;112.381
26.10.2018;11335.48;2658.69;21184.6;0.359;0.11;3.077;127.561;1.14083;111.814
29.10.2018;11287.39;2641.25;21149.8;0.379;0.109;3.089;127.776;1.13733;112.347
30.10.2018;11447.51;2682.63;21457.29;0.37;0.119;3.119;128.274;1.1343;113.086
31.10.2018;11468.54;2711.74;21920.46;0.387;0.129;3.149;127.809;1.13173;112.933
01.11.2018;11518.99;2740.37;21687.65;0.4;0.122;3.134;128.485;1.14055;112.652
02.11.2018;11494.96;2723.06;22243.66;0.427;0.129;3.22;128.947;1.13897;113.214
05.11.2018;11484.34;2738.31;21898.99;0.423;0.129;3.199;129.149;1.14086;113.203
06.11.2018;11579.1;2755.45;22147.75;0.434;0.129;3.23;129.562;1.14197;113.455
07.11.2018;11527.32;2813.89;22085.8;0.447;0.123;3.237;129.767;1.14305;113.527
08.11.2018;11529.16;2806.83;22486.92;0.458;0.124;3.239;129.609;1.13639;114.05
09.11.2018;11472.22;2781.01;22250.25;0.407;0.12;3.186;129.001;1.13363;113.794
13.11.2018;11412.53;2722.18;21810.52;0.41;0.114;3.142;128.594;1.12984;113.816
14.11.2018;11353.67;2701.58;21846.48;0.399;0.109;3.125;128.508;1.13141;113.582
15.11.2018;11341;2730.2;21803.62;0.362;0.109;3.11;128.614;1.13235;113.582
16.11.2018;11244.54;2736.27;21680.34;0.368;0.104;3.065;128.784;1.14151;112.819
19.11.2018;11066.41;2690.73;21821.16;0.373;0.095;3.065;128.833;1.14537;112.5
20.11.2018;11244.17;2641.89;21583.12;0.352;0.103;3.063;128.139;1.13668;112.732
21.11.2018;11354.72;2649.93;21507.54;0.376;0.095;3.065;128.779;1.1385;113.113
26.11.2018;11309.11;2673.45;21812;0.362;0.089;3.057;128.681;1.13307;113.569
27.11.2018;11298.88;2682.17;21952.4;0.352;0.089;3.059;128.492;1.12939;113.771
28.11.2018;11298.23;2743.79;22177.02;0.35;0.099;3.059;129.176;1.13684;113.627
29.11.2018;11257.24;2737.8;22262.6;0.324;0.081;3.032;129.212;1.13884;113.46
30.11.2018;11465.46;2760.17;22351.06;0.314;0.085;2.993;128.516;1.13217;113.513
03.12.2018;11335.32;2790.37;22574.76;0.305;0.082;2.97;129.012;1.13538;113.629
04.12.2018;10810.98;2700.06;22036.05;0.262;0.069;2.915;127.892;1.13419;112.761
06.12.2018;10788.09;2695.95;21501.62;0.236;0.056;2.897;128.242;1.13771;112.73
07.12.2018;10622.07;2633.08;21678.68;0.249;0.058;2.849;128.507;1.14096;112.63
10.12.2018;10780.51;2637.72;21219.5;0.247;0.039;2.861;128.566;1.13509;113.263
11.12.2018;10929.43;2636.78;21148.02;0.234;0.047;2.879;128.362;1.13198;113.396
12.12.2018;10924.7;2651.07;21602.75;0.28;0.054;2.911;128.816;1.13712;113.276
13.12.2018;10865.77;2650.54;21816.19;0.283;0.055;2.915;129.027;1.13578;113.602
14.12.2018;10772.2;2599.95;21374.83;0.256;0.031;2.895;128.169;1.13032;113.392
17.12.2018;10740.89;2545.94;21506.88;0.257;0.033;2.859;128.028;1.13474;112.826
18.12.2018;10766.21;2546.16;21115.45;0.245;0.023;2.821;127.894;1.137;112.484
19.12.2018;10611.1;2506.96;20987.92;0.241;0.034;2.76;127.94;1.13804;112.422
20.12.2018;10633.82;2467.42;20392.58;0.232;0.028;2.812;127.416;1.14492;111.288
21.12.2018;10381.51;2416.62;20166.19;0.25;0.042;2.788;126.434;1.1359;111.307
27.12.2018;10558.96;2488.83;20077.62;0.23;0.017;2.772;126.782;1.14292;110.928
28.12.2018;10767.69;2485.74;20014.77;0.233;-0.001;2.72;126.123;1.14444;110.205
04.01.2019;10747.81;2531.94;19561.96;0.21;-0.034;2.671;123.667;1.14029;108.452
07.01.2019;10803.98;2549.69;20038.97;0.22;-0.016;2.698;124.697;1.14758;108.661
08.01.2019;10893.32;2574.41;20204.04;0.227;0.009;2.73;124.49;1.14411;108.809
09.01.2019;10921.59;2584.96;20427.06;0.219;0.029;2.712;124.917;1.15495;108.158
10.01.2019;10887.46;2596.64;20163.8;0.198;0.02;2.746;124.688;1.14985;108.439
11.01.2019;10891.79;2596.26;20359.7;0.183;0.012;2.703;124.446;1.14636;108.558
15.01.2019;10931.24;2610.3;20555.29;0.206;0.013;2.715;123.926;1.14063;108.653
