Data;dax;spx;nkx;dey10;jpy10;usy10;eurjpy;eurusd;usdjpy
27.01.2020;13323.69;3243.63;23343.51;-0.389;-0.035;1.608;120.011;1.10184;108.918
28.01.2020;13345;3276.24;23215.71;-0.38;-0.033;1.661;120.405;1.1022;109.241
29.01.2020;13157.12;3273.4;23379.4;-0.379;-0.025;1.582;120.03;1.10105;109.014
30.01.2020;12981.97;3283.66;22977.75;-0.407;-0.053;1.589;120.195;1.10341;108.934
31.01.2020;13045.19;3225.52;23205.18;-0.435;-0.056;1.508;120.172;1.10903;108.3575
03.02.2020;13281.74;3248.92;22971.94;-0.444;-0.05;1.531;120.178;1.10594;108.666
04.02.2020;13478.33;3297.59;23084.59;-0.4;-0.047;1.603;120.912;1.10452;109.47
05.02.2020;13574.82;3334.69;23319.56;-0.362;-0.032;1.649;120.778;1.09999;109.799
06.02.2020;13513.81;3345.78;23873.59;-0.37;-0.005;1.642;120.778;1.0981;109.988
07.02.2020;13494.03;3327.71;23827.98;-0.387;-0.025;1.585;120.159;1.09475;109.759
10.02.2020;13749.78;3352.09;23685.98;-0.412;-0.053;1.566;119.761;1.09113;109.759
12.02.2020;13745.43;3379.45;23861.21;-0.379;-0.03;1.637;119.68;1.08718;110.083
13.02.2020;13744.21;3373.94;23827.73;-0.388;-0.026;1.619;119.05;1.08406;109.819
14.02.2020;13681.19;3380.16;23687.59;-0.403;-0.02;1.588;118.969;1.08368;109.782
18.02.2020;13789;3370.29;23193.8;-0.408;-0.048;1.559;118.598;1.07947;109.867
19.02.2020;13664;3386.15;23400.7;-0.42;-0.037;1.568;120.24;1.08087;111.247
20.02.2020;13579.33;3373.23;23479.15;-0.444;-0.038;1.519;120.889;1.07875;112.05
21.02.2020;12790.49;3337.75;23386.74;-0.433;-0.05;1.473;121.076;1.08491;111.601
25.02.2020;12774.88;3128.21;22605.41;-0.513;-0.09;1.352;119.918;1.0881;110.208
26.02.2020;12367.46;3116.39;22426.19;-0.507;-0.086;1.342;120.17;1.08826;110.424
27.02.2020;11890.35;2978.76;21948.23;-0.548;-0.103;1.264;120.53;1.10027;109.541
28.02.2020;11857.87;2954.22;21142.96;-0.61;-0.149;1.152;119.134;1.10399;107.913
02.03.2020;11985.39;3090.23;21344.08;-0.626;-0.12;1.167;120.622;1.11394;108.284
03.03.2020;12127.69;3003.37;21082.73;-0.628;-0.108;0.999;119.698;1.11706;107.155
04.03.2020;11944.72;3130.12;21100.06;-0.64;-0.136;1.059;119.729;1.1133;107.544
05.03.2020;11541.87;3023.94;21329.12;-0.687;-0.108;0.918;119.255;1.12304;106.189
06.03.2020;10625.02;2972.37;20749.75;-0.714;-0.133;0.765;119.264;1.13073;105.475
09.03.2020;10475.49;2746.56;19698.76;-0.859;-0.147;0.559;117.179;1.14389;102.439
10.03.2020;10438.68;2882.23;19867.12;-0.797;-0.041;0.8;118.865;1.13091;105.0995
11.03.2020;9161.13;2741.38;19416.06;-0.746;-0.062;0.877;117.916;1.12589;104.732
12.03.2020;9232.08;2480.64;18559.63;-0.747;-0.058;0.812;117.124;1.11768;104.792
13.03.2020;8742.25;2711.02;17431.05;-0.551;-0.001;0.983;119.526;1.11074;107.609
16.03.2020;8939.1;2386.13;17002.04;-0.466;0.02;0.74;118.714;1.11684;106.271
17.03.2020;8441.71;2529.19;17011.53;-0.44;0.02;1.069;118.155;1.1016;107.256
18.03.2020;8610.43;2398.1;16726.55;-0.237;0.059;1.183;118.09;1.09331;108.011
19.03.2020;8741.15;2409.39;16552.83;-0.196;0.097;1.159;118.232;1.06649;110.861
23.03.2020;9700.57;2237.4;16887.78;-0.381;0.075;0.763;119.269;1.07464;110.985
24.03.2020;9874.26;2447.33;18092.35;-0.326;0.04;0.858;120.234;1.08122;111.202
25.03.2020;10000.96;2475.56;19546.63;-0.265;0.04;0.869;120.801;1.08815;111.015
26.03.2020;9632.52;2630.07;18664.6;-0.363;-0.005;0.848;120.673;1.10372;109.333
27.03.2020;9815.97;2541.47;19389.43;-0.479;0.011;0.676;120.287;1.1141;107.968
30.03.2020;9935.84;2626.65;19084.97;-0.497;0.015;0.73;119.142;1.10474;107.846
31.03.2020;9544.75;2584.59;18917.01;-0.472;0.011;0.674;118.602;1.10301;107.526
01.04.2020;9570.82;2470.5;18065.41;-0.465;0.015;0.586;117.267;1.09458;107.134
02.04.2020;9525.77;2526.9;17818.72;-0.439;-0.006;0.602;117.088;1.08557;107.859
03.04.2020;10075.17;2488.65;17820.19;-0.445;-0.004;0.599;117.21;1.08108;108.419
06.04.2020;10356.7;2663.68;18576.3;-0.426;0.007;0.681;117.895;1.07943;109.219
07.04.2020;10332.89;2659.41;18950.18;-0.313;0.009;0.714;118.457;1.08909;108.771
08.04.2020;10564.74;2749.98;19353.24;-0.31;0.019;0.774;118.172;1.08565;108.849
09.04.2020;10696.56;2789.82;19345.77;-0.349;0.014;0.729;118.57;1.09289;108.493
14.04.2020;10279.76;2846.06;19638.81;-0.381;0.014;0.755;117.651;1.09813;107.138
15.04.2020;10301.54;2783.36;19550.09;-0.465;0.016;0.635;117.166;1.09088;107.405
16.04.2020;10625.78;2799.55;19290.2;-0.475;0.01;0.63;117.346;1.08614;108.039
17.04.2020;10675.9;2874.56;19897.26;-0.474;0.025;0.643;116.922;1.08681;107.582
20.04.2020;10249.85;2823.16;19669.12;-0.452;0.025;0.609;116.992;1.08697;107.642
21.04.2020;10415.03;2736.56;19280.78;-0.477;0.014;0.572;116.98;1.08576;107.74
22.04.2020;10513.79;2799.31;19137.95;-0.41;-0.001;0.622;116.612;1.0823;107.745
23.04.2020;10336.09;2797.8;19429.44;-0.425;0.004;0.605;115.993;1.07795;107.606
24.04.2020;10659.99;2836.74;19262;-0.475;-0.01;0.602;116.1;1.08095;107.405
27.04.2020;10795.63;2878.48;19783.22;-0.457;-0.031;0.664;116.176;1.08315;107.2595
28.04.2020;10861.64;2863.39;19771.19;-0.47;-0.045;0.616;115.642;1.0822;106.858
30.04.2020;10759.27;2912.43;20193.69;-0.587;-0.036;0.641;117.361;1.09515;107.1625
07.05.2020;10904.48;2881.19;19674.77;-0.547;0.009;0.639;115.144;1.08317;106.303
08.05.2020;10824.99;2929.8;20179.09;-0.541;0.005;0.685;115.656;1.08362;106.731
11.05.2020;10819.5;2930.19;20390.66;-0.514;0.006;0.712;116.349;1.08078;107.653
12.05.2020;10542.66;2870.12;20366.48;-0.51;-0.011;0.67;116.275;1.0847;107.195
13.05.2020;10337.02;2820;20267.05;-0.534;-0.005;0.652;115.823;1.08184;107.063
14.05.2020;10465.17;2852.5;19914.78;-0.545;-0.001;0.622;115.881;1.08071;107.227
15.05.2020;11058.87;2863.7;20037.47;-0.535;-0.005;0.646;115.986;1.08176;107.22
18.05.2020;11075.29;2953.91;20133.73;-0.467;-0.015;0.726;117.137;1.09165;107.31
19.05.2020;11223.71;2922.94;20433.45;-0.465;-0.003;0.692;117.668;1.09214;107.742
20.05.2020;11065.93;2971.61;20595.15;-0.47;-0.001;0.682;118.086;1.09786;107.56
21.05.2020;11073.87;2948.51;20552.31;-0.496;-0.005;0.674;117.867;1.09478;107.663
22.05.2020;11504.65;2955.45;20388.16;-0.489;-0.011;0.657;117.319;1.09032;107.6
26.05.2020;11657.69;2991.77;21271.17;-0.431;0.001;0.697;118.051;1.0977;107.543
27.05.2020;11781.13;3036.13;21419.23;-0.415;-0.005;0.69;118.57;1.1007;107.722
28.05.2020;11586.85;3029.73;21916.31;-0.421;-0.002;0.695;119.243;1.1079;107.63
29.05.2020;12021.28;3044.31;21877.89;-0.448;0.001;0.653;119.722;1.1102;107.838
02.06.2020;12487.36;3080.82;22325.61;-0.417;0.009;0.685;121.359;1.11703;108.644
03.06.2020;12430.56;3122.87;22613.76;-0.357;0.009;0.748;122.371;1.12361;108.909
04.06.2020;12847.68;3112.35;22695.74;-0.324;0.035;0.827;123.697;1.13363;109.116
05.06.2020;12819.59;3193.93;22863.73;-0.278;0.041;0.899;123.807;1.12899;109.662
08.06.2020;12617.99;3232.39;23178.1;-0.32;0.043;0.877;122.424;1.12913;108.424
09.06.2020;12530.16;3207.18;23091.03;-0.312;0.014;0.825;122.14;1.13383;107.724
10.06.2020;11970.29;3190.14;23124.95;-0.332;0.019;0.73;121.854;1.13759;107.116
11.06.2020;11949.28;3002.1;22472.91;-0.415;0.005;0.669;120.634;1.12933;106.819
12.06.2020;11911.35;3041.31;22305.48;-0.44;0.006;0.707;120.851;1.12552;107.374
15.06.2020;12315.66;3066.59;21530.95;-0.448;0.001;0.72;121.571;1.13255;107.342
16.06.2020;12382.14;3124.74;22582.21;-0.428;0.013;0.743;120.863;1.12622;107.318
17.06.2020;12281.53;3113.49;22455.76;-0.429;0.015;0.74;120.315;1.12433;107.011
18.06.2020;12330.76;3115.34;22355.46;-0.443;0.019;0.71;119.849;1.12049;106.962
19.06.2020;12262.97;3097.74;22478.79;-0.417;0.007;0.697;119.477;1.11865;106.804
22.06.2020;12523.76;3117.86;22437.27;-0.44;0.005;0.71;120.424;1.12633;106.917
23.06.2020;12093.94;3131.29;22549.05;-0.408;0.005;0.715;120.428;1.13089;106.49
24.06.2020;12177.87;3050.33;22534.32;-0.442;0.008;0.681;120.467;1.1255;107.034
25.06.2020;12089.39;3083.76;22259.79;-0.47;0.02;0.682;120.221;1.12163;107.184
26.06.2020;12232.12;3009.05;22512.08;-0.483;0.005;0.641;120.36;1.12284;107.193
29.06.2020;12310.93;3053.24;21995.04;-0.472;0.019;0.627;120.926;1.1241;107.576
30.06.2020;12260.57;3100.29;22288.14;-0.456;0.028;0.658;121.267;1.12323;107.963
01.07.2020;12608.46;3115.86;22121.73;-0.396;0.042;0.677;120.897;1.12505;107.459
02.07.2020;12733.45;3130.01;22145.96;-0.429;0.029;0.669;120.858;1.12398;107.527
06.07.2020;12616.8;3179.72;22714.44;-0.435;0.035;0.679;121.447;1.13107;107.374
07.07.2020;12494.81;3145.32;22614.69;-0.431;0.034;0.641;121.258;1.12741;107.555
08.07.2020;12489.46;3169.94;22438.65;-0.441;0.018;0.666;121.562;1.13328;107.265
09.07.2020;12633.71;3152.05;22529.29;-0.463;0.017;0.613;120.992;1.12842;107.222
10.07.2020;12799.97;3185.04;22290.81;-0.468;0.012;0.646;120.847;1.13002;106.942
13.07.2020;12697.36;3155.22;22784.74;-0.421;0.027;0.62;121.708;1.13462;107.267
14.07.2020;12930.98;3197.52;22587.01;-0.447;0.019;0.623;122.288;1.14024;107.248
15.07.2020;12874.97;3226.56;22945.5;-0.444;0.019;0.633;122.06;1.14126;106.951
16.07.2020;12919.61;3215.57;22770.36;-0.468;0.019;0.618;122.074;1.13809;107.263
17.07.2020;13046.92;3224.73;22696.42;-0.449;0.019;0.625;122.315;1.14373;106.944
20.07.2020;13171.83;3251.84;22717.48;-0.463;0.019;0.614;122.739;1.14439;107.253
21.07.2020;13104.25;3257.3;22884.22;-0.463;0.009;0.605;123.162;1.15327;106.794
22.07.2020;12838.66;3276.02;22751.61;-0.492;0.02;0.599;123.995;1.15726;107.145
27.07.2020;12835.28;3239.41;22715.85;-0.493;0.014;0.617;123.844;1.17505;105.395
28.07.2020;12822.26;3218.44;22657.38;-0.508;0.02;0.579;123.155;1.17211;105.071
29.07.2020;12379.65;3258.44;22397.11;-0.501;0.014;0.577;123.752;1.17928;104.939
30.07.2020;12313.36;3246.22;22339.23;-0.543;0.013;0.545;124.097;1.18424;104.79
31.07.2020;12646.98;3271.12;21710;-0.525;0.019;0.533;124.696;1.17823;105.833
03.08.2020;12600.87;3294.61;22195.38;-0.525;0.02;0.553;124.669;1.17606;106.006
04.08.2020;12660.25;3306.51;22573.66;-0.553;0.019;0.51;124.722;1.17972;105.722
05.08.2020;12591.68;3327.77;22514.85;-0.508;0.007;0.549;125.306;1.1866;105.6025
06.08.2020;12674.88;3349.16;22418.15;-0.533;0.014;0.538;125.317;1.18767;105.514
07.08.2020;12946.89;3351.28;22329.94;-0.511;0.007;0.566;124.885;1.17868;105.954
11.08.2020;13058.63;3333.69;22750.24;-0.479;0.025;0.638;125.075;1.17434;106.5235
12.08.2020;12993.71;3380.35;22843.96;-0.449;0.041;0.675;125.948;1.17844;106.873
13.08.2020;12901.34;3373.43;23249.61;-0.415;0.03;0.722;126.345;1.18147;106.938
14.08.2020;12920.66;3372.85;23289.36;-0.423;0.044;0.709;126.176;1.18373;106.592
17.08.2020;12881.76;3381.99;23096.75;-0.452;0.038;0.692;125.916;1.18743;106.04
18.08.2020;12977.33;3389.78;23051.08;-0.463;0.035;0.67;125.789;1.19322;105.42
19.08.2020;12830;3374.85;23110.61;-0.474;0.025;0.682;125.603;1.1843;106.057
20.08.2020;12764.8;3385.51;22880.62;-0.498;0.024;0.652;125.491;1.18609;105.803
21.08.2020;13066.54;3397.16;22920.3;-0.511;0.026;0.635;124.821;1.17952;105.823
24.08.2020;13061.62;3431.28;22985.51;-0.493;0.02;0.654;124.957;1.17901;105.981
25.08.2020;13190.15;3443.62;23296.77;-0.433;0.03;0.685;125.913;1.18342;106.398
26.08.2020;13096.36;3478.73;23290.86;-0.417;0.039;0.69;125.418;1.18305;106.012
27.08.2020;13033.2;3484.55;23208.86;-0.407;0.036;0.755;125.938;1.18202;106.545
28.08.2020;12945.38;3508.01;22882.65;-0.41;0.054;0.724;125.382;1.18985;105.376
31.08.2020;12974.25;3500.31;23139.76;-0.398;0.044;0.706;126.424;1.19393;105.889
01.09.2020;13243.43;3526.65;23138.07;-0.421;0.043;0.672;126.252;1.19166;105.947
02.09.2020;13057.77;3580.84;23247.15;-0.474;0.04;0.649;125.868;1.18553;106.1735
03.09.2020;12842.66;3455.06;23465.53;-0.491;0.029;0.636;125.807;1.18509;106.157
04.09.2020;12968.33;3426.96;23205.43;-0.474;0.037;0.72;125.8;1.18423;106.229
08.09.2020;13237.21;3331.84;23274.13;-0.495;0.034;0.682;124.746;1.17738;105.952
09.09.2020;13208.89;3398.96;23032.54;-0.464;0.025;0.698;125.348;1.18033;106.197
10.09.2020;13202.84;3339.19;23235.47;-0.435;0.024;0.682;125.485;1.18214;106.15
11.09.2020;13193.66;3340.97;23406.49;-0.481;0.019;0.669;125.612;1.18408;106.0845
14.09.2020;13217.67;3383.54;23559.3;-0.481;0.017;0.676;125.447;1.18666;105.714
15.09.2020;13255.37;3401.2;23454.89;-0.481;0.015;0.68;124.921;1.18486;105.431
16.09.2020;13208.12;3385.49;23475.53;-0.485;0.014;0.698;123.998;1.18143;104.952
17.09.2020;13116.25;3357.01;23319.37;-0.491;0.019;0.687;124.097;1.18447;104.77
18.09.2020;12642.97;3319.47;23360.3;-0.486;0.02;0.697;123.93;1.18488;104.593
23.09.2020;12606.57;3236.92;23346.49;-0.507;0.006;0.679;122.847;1.16612;105.346
24.09.2020;12469.2;3246.59;23087.82;-0.502;0.006;0.669;123.039;1.16719;105.415
25.09.2020;12870.87;3298.46;23204.62;-0.529;0.005;0.656;122.785;1.16262;105.611
28.09.2020;12825.82;3351.6;23511.62;-0.526;0.018;0.654;123.083;1.16645;105.5185
29.09.2020;12760.73;3335.47;23539.1;-0.545;0.015;0.651;124.049;1.17407;105.656
30.09.2020;12730.77;3363;23185.12;-0.523;0.019;0.686;123.617;1.1724;105.439
01.10.2020;12689.04;3380.8;23185.12;-0.539;0.019;0.679;123.987;1.17462;105.555
02.10.2020;12828.31;3348.42;23029.9;-0.54;0.019;0.704;123.431;1.17124;105.3855
05.10.2020;12906.02;3408.6;23312.14;-0.515;0.02;0.782;124.563;1.17805;105.733
06.10.2020;12928.57;3360.97;23433.73;-0.509;0.032;0.734;123.933;1.17328;105.629
07.10.2020;13042.21;3419.44;23422.82;-0.495;0.035;0.789;124.716;1.17657;106
08.10.2020;13051.23;3446.83;23647.07;-0.524;0.035;0.787;124.678;1.17594;106.024
09.10.2020;13018.99;3477.14;23619.69;-0.528;0.029;0.777;124.866;1.18237;105.607
13.10.2020;13028.06;3511.93;23601.78;-0.557;0.025;0.729;123.907;1.17451;105.497
14.10.2020;12703.75;3488.67;23626.73;-0.582;0.025;0.726;123.494;1.17486;105.1165
15.10.2020;12908.99;3483.34;23507.23;-0.612;0.02;0.734;123.445;1.17102;105.4155
16.10.2020;12854.66;3483.81;23410.63;-0.623;0.017;0.749;123.499;1.17177;105.395
19.10.2020;12736.95;3426.92;23671.13;-0.629;0.02;0.772;124.077;1.17677;105.438
20.10.2020;12557.64;3443.12;23567.04;-0.609;0.02;0.789;124.711;1.1824;105.473
21.10.2020;12543.06;3435.56;23639.46;-0.59;0.029;0.824;124.02;1.18598;104.5645
22.10.2020;12645.75;3453.49;23474.27;-0.568;0.03;0.861;123.949;1.1821;104.855
23.10.2020;12177.18;3465.39;23516.59;-0.576;0.036;0.845;124.209;1.18625;104.707
26.10.2020;12063.57;3400.97;23494.34;-0.577;0.027;0.803;123.838;1.18071;104.885
27.10.2020;11560.51;3390.68;23485.8;-0.616;0.024;0.771;123.114;1.17802;104.509
28.10.2020;11598.07;3271.03;23418.51;-0.627;0.02;0.774;122.54;1.17485;104.302
29.10.2020;11556.48;3310.11;23331.94;-0.638;0.024;0.831;122.093;1.16698;104.623
30.10.2020;11788.28;3269.96;22977.13;-0.627;0.036;0.874;121.907;1.16466;104.672
02.11.2020;12324.22;3310.24;23295.48;-0.64;0.04;0.847;121.936;1.16404;104.753
04.11.2020;12568.09;3443.44;23695.23;-0.64;0.034;0.768;122.504;1.17213;104.514
05.11.2020;12480.02;3510.45;24105.28;-0.637;0.015;0.765;122.515;1.18232;103.622
06.11.2020;13095.97;3509.44;24325.23;-0.621;0.014;0.82;122.715;1.18797;103.298
09.11.2020;13163.11;3550.5;24839.84;-0.511;0.014;0.927;124.383;1.18171;105.257
10.11.2020;13052.95;3545.53;24905.59;-0.486;0.043;0.963;124.406;1.18188;105.261
12.11.2020;13076.72;3537.01;25520.88;-0.537;0.025;0.883;124.125;1.18069;105.129
13.11.2020;13138.61;3585.15;25385.87;-0.549;0.019;0.9;123.82;1.18338;104.633
16.11.2020;13133.47;3626.91;25906.93;-0.545;0.02;0.908;123.997;1.1856;104.585
17.11.2020;13201.89;3609.53;26014.62;-0.563;0.019;0.862;123.607;1.18632;104.193
18.11.2020;13086.16;3567.79;25728.14;-0.554;0.014;0.869;123.059;1.18517;103.832
19.11.2020;13137.25;3581.87;25634.34;-0.572;0.02;0.844;123.202;1.18705;103.7835
20.11.2020;13292.44;3557.54;25527.37;-0.585;0.019;0.823;123.123;1.1859;103.822
24.11.2020;13289.8;3635.41;26165.59;-0.564;0.02;0.885;124.25;1.18922;104.481
25.11.2020;13335.68;3629.65;26296.86;-0.567;0.015;0.882;124.455;1.19154;104.4525
27.11.2020;13291.16;3638.35;26644.71;-0.59;0.025;0.842;124.459;1.19607;104.0565
30.11.2020;13382.3;3621.63;26433.62;-0.572;0.026;0.842;124.496;1.19308;104.349
01.12.2020;13313.24;3662.45;26787.54;-0.529;0.015;0.929;125.935;1.20722;104.321
02.12.2020;13252.86;3669.01;26800.98;-0.521;0.019;0.938;126.492;1.21128;104.428
03.12.2020;13298.96;3666.72;26809.37;-0.557;0.02;0.91;126.14;1.21448;103.864
04.12.2020;13271;3699.12;26751.24;-0.547;0.019;0.973;126.328;1.21268;104.173
07.12.2020;13278.49;3691.96;26547.44;-0.582;0.017;0.924;126.005;1.21104;104.047
08.12.2020;13340.26;3702.25;26467.08;-0.609;0.013;0.921;126.096;1.21061;104.159
09.12.2020;13295.73;3672.82;26817.94;-0.607;0.015;0.939;125.987;1.20807;104.288
10.12.2020;13114.3;3668.1;26756.24;-0.604;0.02;0.906;126.565;1.21416;104.24
11.12.2020;13223.16;3663.46;26652.52;-0.636;0.004;0.898;126.05;1.21158;104.038
14.12.2020;13362.87;3647.49;26732.44;-0.622;0.02;0.895;126.346;1.21457;104.026
15.12.2020;13565.98;3694.62;26687.84;-0.613;0.002;0.911;125.992;1.21514;103.685
16.12.2020;13667.25;3701.17;26757.4;-0.568;0.007;0.92;126.185;1.21978;103.449
17.12.2020;13630.51;3722.48;26806.67;-0.572;0.005;0.935;126.496;1.22671;103.1125
18.12.2020;13246.3;3709.41;26763.39;-0.573;0.009;0.946;126.514;1.22452;103.3175
21.12.2020;13418.11;3694.92;26714.42;-0.582;0.007;0.935;126.474;1.22386;103.341
22.12.2020;13587.23;3687.26;26436.39;-0.597;0.007;0.921;126.051;1.21643;103.624
23.12.2020;13790.29;3690.01;26524.79;-0.548;0.005;0.946;126.224;1.21904;103.544
28.12.2020;13761.38;3735.36;26854.03;-0.567;0.015;0.926;126.703;1.22092;103.776
29.12.2020;13718.78;3727.04;27568.15;-0.575;0.019;0.938;126.889;1.22534;103.554
30.12.2020;13726.74;3732.04;27444.17;-0.571;0.018;0.925;126.928;1.22974;103.215
04.01.2021;13651.22;3700.65;27258.38;-0.606;0.014;0.913;126.336;1.22506;103.127
05.01.2021;13891.97;3726.86;27158.63;-0.575;0.02;0.958;126.31;1.22968;102.718
06.01.2021;13968.24;3748.14;27055.94;-0.556;0.015;1.036;127.062;1.2328;103.068
07.01.2021;14049.53;3803.79;27490.13;-0.555;0.036;1.083;127.38;1.22661;103.848
08.01.2021;13925.06;3824.68;28139.03;-0.521;0.035;1.117;127.076;1.22238;103.958
12.01.2021;13939.71;3801.19;28164.34;-0.468;0.029;1.129;126.673;1.22055;103.783
13.01.2021;13988.7;3809.84;28456.59;-0.522;0.025;1.092;126.275;1.2157;103.87
14.01.2021;13787.73;3795.54;28698.26;-0.551;0.03;1.131;126.165;1.21519;103.824
15.01.2021;13815.06;3768.25;28519.18;-0.544;0.029;1.085;125.476;1.20778;103.89
19.01.2021;13921.37;3798.91;28633.46;-0.527;0.04;1.09;126.033;1.21283;103.917
20.01.2021;13906.67;3851.85;28523.26;-0.529;0.035;1.079;125.43;1.211;103.575
21.01.2021;13873.97;3853.07;28756.86;-0.498;0.028;1.109;125.948;1.21678;103.508
22.01.2021;13643.95;3841.47;28631.45;-0.515;0.035;1.089;126.318;1.21663;103.826
25.01.2021;13870.99;3855.36;28822.29;-0.551;0.034;1.033;126.013;1.21436;103.769
26.01.2021;13620.46;3849.62;28546.18;-0.535;0.029;1.036;126.047;1.2162;103.64
27.01.2021;13665.93;3750.77;28635.21;-0.548;0.035;1.018;126.023;1.21089;104.075
28.01.2021;13432.87;3787.38;28197.42;-0.54;0.035;1.05;126.346;1.2122;104.229
29.01.2021;13622.02;3714.24;27663.39;-0.518;0.053;1.069;127.127;1.2136;104.751
01.02.2021;13835.16;3773.86;28091.05;-0.517;0.055;1.081;126.59;1.20619;104.951
